drugcomb_id	dname	inchikey	n_seed_symbols	n_symbols_mapped_to_ensembl	n_targets_in_huri	fraction_targets_in_huri	drug_target_status	seed_symbols	huri_target_ensembl
75	ifosfamide	HOMGKSMUEGBAAB-UHFFFAOYSA-N	0	0	0		no_known_targets		
76	Imatinib mesylate	YLMAHDNUQAMNNX-UHFFFAOYSA-N	53	53	24	0.4528301886792453	targets_mapped_to_huri	ABCB1;ABCG2;ABL1;ABL2;BCR;BLK;CA1;CA12;CA14;CA2;CA3;CA4;CA6;CA7;CA9;CDK19;CLK1;CLK4;CSF1R;CSNK2A2;DDR1;DDR2;DDX3X;EGFR;EPHA8;ERBB2;FGR;FLT3;FRK;FYN;GAK;KARS1;KIT;LCK;LYN;MAP3K20;MAPK10;MAPK14;MAPK8;MAPK9;MELK;NQO2;PDGFRA;PDGFRB;PIP4K2C;PLK4;RAF1;SLC22A2;SLC47A1;SLC47A2;STK17A;TBXAS1;TNNI3K	ENSG00000097007;ENSG00000143322;ENSG00000136573;ENSG00000164879;ENSG00000107159;ENSG00000013441;ENSG00000113240;ENSG00000070770;ENSG00000204580;ENSG00000111816;ENSG00000010810;ENSG00000065427;ENSG00000182866;ENSG00000091436;ENSG00000109339;ENSG00000107643;ENSG00000050748;ENSG00000124588;ENSG00000134853;ENSG00000113721;ENSG00000142731;ENSG00000132155;ENSG00000142494;ENSG00000116783
77	IMIQUIMOD	DOUYETYNHWVLEO-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	NUDT1;TLR7	ENSG00000106268
78	Ixabepilone	FABUFPQFXZVHFB-PVYNADRNSA-N	1	1	1	1.0	targets_mapped_to_huri	BCL2	ENSG00000171791
79	Lenalidomide	GOTYRUGSSMKFNF-UHFFFAOYSA-N	4	4	2	0.5	targets_mapped_to_huri	BRD4;CRBN;IL1B;TNF	ENSG00000113851;ENSG00000232810
80	letrozole	HPJKCIUCZWXJDR-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	CYP11B1;CYP11B2;CYP19A1	
81	lomustine	GQYIWUVLTXOXAJ-UHFFFAOYSA-N	0	0	0		no_known_targets		
82	55-86-7	QZIQJVCYUQZDIR-UHFFFAOYSA-N	0	0	0		no_known_targets		
83	MEGESTROL ACETATE	RQZAXGRLVPAYTJ-GQFGMJRRSA-N	1	1	0	0.0	targets_known_but_none_in_huri	PGR	
84	melphalan	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	0	0	0		no_known_targets		
85	6-Mercaptopurine	GLVAUDGFNGKCSF-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	PPAT	
86	methoxsalen	QXKHYNVANLEOEG-UHFFFAOYSA-N	4	4	0	0.0	targets_known_but_none_in_huri	ACHE;CYP2A13;CYP2A6;CYP3A4	
87	mitotane	JWBOIMRXGHLCPP-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	ACAT1;CYP11A1;CYP11B1	
88	mitoxantrone	KKZJGLLVHKMTCM-UHFFFAOYSA-N	13	13	2	0.15384615384615385	targets_mapped_to_huri	ABCB1;ABCC1;ABCG2;APEX1;BTK;MPG;PIM1;ROS1;SLC47A1;SLC47A2;SLCO1B3;TARDBP;TOP2A	ENSG00000103152;ENSG00000142494
89	Nelarabine	IXOXBSCIXZEQEQ-UHTZMRCNSA-N	0	0	0		no_known_targets		
90	Nilotinib	HHZIURLSWUIHRB-UHFFFAOYSA-N	81	81	33	0.4074074074074074	targets_mapped_to_huri	ABCG2;ABL1;ABL2;BCR;BLK;BMX;BRAF;CA1;CA12;CA14;CA2;CA3;CA4;CA5A;CA6;CA7;CA9;CDC42BPB;CLK1;CLK4;CSF1R;CSK;DDR1;DDR2;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA8;EPHB1;EPHB2;EPHB3;EPHB4;EPHB6;FECH;FGFR1;FGFR2;FGR;FLT3;FRK;FYN;HCK;ILK;INSR;JAK2;KCNH2;KIT;LCK;LYN;MAP2K5;MAP3K20;MAP4K1;MAPK10;MAPK11;MAPK14;MAPK8;MAPK9;MET;MST1R;NQO2;NTRK2;NTRK3;PDGFRA;PDGFRB;PHKG2;PIP4K2C;RAF1;RET;RIPK3;SRC;STK10;TAOK1;TAOK3;TEK;TIE1;TNNI3K;TYK2;YES1;ZAP70	ENSG00000097007;ENSG00000143322;ENSG00000136573;ENSG00000102010;ENSG00000164879;ENSG00000107159;ENSG00000013441;ENSG00000113240;ENSG00000103653;ENSG00000204580;ENSG00000182580;ENSG00000106123;ENSG00000111816;ENSG00000010810;ENSG00000101336;ENSG00000166333;ENSG00000171105;ENSG00000055118;ENSG00000182866;ENSG00000137764;ENSG00000091436;ENSG00000109339;ENSG00000107643;ENSG00000050748;ENSG00000124588;ENSG00000134853;ENSG00000113721;ENSG00000156873;ENSG00000132155;ENSG00000066056;ENSG00000116783;ENSG00000105397;ENSG00000176105
91	Pazopanib hydrochloride	MQHIQUBXFFAOMK-UHFFFAOYSA-N	82	82	30	0.36585365853658536	targets_mapped_to_huri	AAK1;ABL1;ABL2;ACHE;ACVR2B;ALK;AURKA;AURKC;BLK;BMP2K;BRAF;CA1;CA12;CA2;CA9;CAMK1;CAMK1G;CDK11A;CDK11B;CDK16;CSF1R;DDR1;DDR2;EIF2AK2;FER;FGFR1;FGFR2;FGFR3;FGFR4;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;IRAK3;ITK;JAK3;KDR;KIT;LCK;LIMK1;LIMK2;LYN;MAP2K4;MAP2K6;MAP3K10;MAP3K11;MAP3K9;MAP4K1;MAP4K3;MAP4K5;MAPK10;MARK3;MERTK;MYLK2;NEK2;NLK;PDGFRA;PDGFRB;PLK4;PTK6;RAF1;RET;RIPK1;RIPK2;RIPK3;ROS1;SIK1;SIK2;SRC;SRMS;STK10;STK16;STK36;TIE1;TNIK;TNK1;TTK;TXK;YES1	ENSG00000097007;ENSG00000143322;ENSG00000105146;ENSG00000136573;ENSG00000107159;ENSG00000134072;ENSG00000008118;ENSG00000102225;ENSG00000204580;ENSG00000055332;ENSG00000111816;ENSG00000010810;ENSG00000090376;ENSG00000182866;ENSG00000106683;ENSG00000108984;ENSG00000109339;ENSG00000087095;ENSG00000134853;ENSG00000113721;ENSG00000142731;ENSG00000101213;ENSG00000132155;ENSG00000137275;ENSG00000125508;ENSG00000115661;ENSG00000066056;ENSG00000174292;ENSG00000074966;ENSG00000176105
92	Pemetrexed disodium	NYDXNILOWQXUOF-GXKRWWSZSA-L	9	9	3	0.3333333333333333	targets_mapped_to_huri	ATIC;DHFR;FOLR1;FOLR2;FRK;GART;SLC19A1;SLC46A1;TYMS	ENSG00000110195;ENSG00000111816;ENSG00000173638
93	pentostatin	FPVKHBSQESCIEP-JQCXWYLXSA-N	1	1	0	0.0	targets_known_but_none_in_huri	ADA	
94	pipobroman	NJBFOOCLYDNZJN-UHFFFAOYSA-N	0	0	0		no_known_targets		
95	MITHRAMYCIN	CFCUWKMKBJTWLW-BKHRDMLASA-N	0	0	0		no_known_targets		
96	Pralatrexate	OGSBUKJUDHAQEA-WMCAAGNKSA-N	4	4	2	0.5	targets_mapped_to_huri	DHFR;FOLR1;SLC19A1;SLC46A1	ENSG00000110195;ENSG00000173638
97	Procarbazine hydrochloride	DERJYEZSLHIUKF-UHFFFAOYSA-N	0	0	0		no_known_targets		
98	Quinacrine hydrochloride	UKZANTJXIMWQCH-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	CGAS;NSD1	ENSG00000165671
99	RALOXIFENE HYDROCHLORIDE	BKXVVCILCIUCLG-UHFFFAOYSA-N	10	10	4	0.4	targets_mapped_to_huri	AOX1;C5;EBP;ESR1;ESR2;HTR2B;HTR6;KDM1A;PLD1;PLD2	ENSG00000106804;ENSG00000147155;ENSG00000140009;ENSG00000004487
100	Romidepsin	OHRURASPPZQGQM-GCCNXGTGSA-N	12	12	4	0.3333333333333333	targets_mapped_to_huri	BRD4;HDAC1;HDAC10;HDAC11;HDAC2;HDAC3;HDAC4;HDAC5;HDAC6;HDAC7;HDAC8;HDAC9	ENSG00000163517;ENSG00000068024;ENSG00000108840;ENSG00000061273
101	Ruxolitinib	HFNKQEVNSGCOJV-OAHLLOKOSA-N	28	28	12	0.42857142857142855	targets_mapped_to_huri	AAK1;BMP2K;CAMK2D;CAMK2G;CAMK4;CLK1;CLK2;CSNK1G1;CSNK2A2;DYRK1A;GAK;HDAC6;JAK1;JAK2;JAK3;MAP3K11;MAPKAPK5;PHKG2;PKN1;PLK1;RET;ROCK1;ROCK2;RPS6KA1;STRADA;TAOK1;TNK2;TYK2	ENSG00000145349;ENSG00000148660;ENSG00000013441;ENSG00000176444;ENSG00000070770;ENSG00000157540;ENSG00000089022;ENSG00000156873;ENSG00000123143;ENSG00000166851;ENSG00000061938;ENSG00000105397
102	(-)-Rapamycin	QFJCIRLUMZQUOT-HPLJOQBZSA-N	7	7	4	0.5714285714285714	targets_mapped_to_huri	ABCG2;FKBP1A;FKBP1B;FKBP4;FKBP5;MTOR;PKM	ENSG00000088832;ENSG00000119782;ENSG00000004478;ENSG00000096060
103	Sorafenib tosylate	IVDHYUQIDRJSTI-UHFFFAOYSA-N	92	92	31	0.33695652173913043	targets_mapped_to_huri	ABCG2;ABL1;ABL2;ARAF;AURKB;AURKC;AXL;BRAF;CA7;CA9;CDK14;CDK17;CDK19;CDK5;CDK6;CDK7;CDK8;CIT;CSF1R;DDR1;DDR2;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB2;EPHB4;EPHX2;ERBB2;FGFR1;FGFR2;FLT1;FLT3;FLT4;FRK;GSK3B;HIPK1;HIPK2;HIPK3;HIPK4;KDR;KIT;LCK;LIMK1;LYN;MAP3K1;MAP3K20;MAP3K7;MAP4K4;MAP4K5;MAPK1;MAPK11;MAPK12;MAPK14;MAPK15;MAPK3;MAPK9;MERTK;MET;MKNK1;MKNK2;MUSK;MYLK2;NLK;NTRK1;NTRK2;NTRK3;PDE6D;PDGFRA;PDGFRB;PLK4;RAF1;RET;RIPK1;RIPK2;RPS6KA6;SLK;SRMS;STK10;STK33;STK36;TEK;TIE1;TNK1;TNNI3K;TTK	ENSG00000097007;ENSG00000143322;ENSG00000078061;ENSG00000105146;ENSG00000107159;ENSG00000059758;ENSG00000164885;ENSG00000105810;ENSG00000204580;ENSG00000111816;ENSG00000163349;ENSG00000182866;ENSG00000106683;ENSG00000091436;ENSG00000100030;ENSG00000102882;ENSG00000050748;ENSG00000079277;ENSG00000099875;ENSG00000087095;ENSG00000156973;ENSG00000134853;ENSG00000113721;ENSG00000142731;ENSG00000132155;ENSG00000137275;ENSG00000072133;ENSG00000125508;ENSG00000066056;ENSG00000174292;ENSG00000116783
104	streptozocin	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	0	0	0		no_known_targets		
105	Tamoxifen citrate	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	10	10	4	0.4	targets_mapped_to_huri	EBP;EBPL;ESR1;ESR2;ESRRA;HTR6;KCNH2;PGR;PTGS1;TBXAS1	ENSG00000147155;ENSG00000140009;ENSG00000173153;ENSG00000055118
106	teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TOP2A	
107	thalidomide	UEJJHQNACJXSKW-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	CRBN	ENSG00000113851
108	6-Thioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	IMPDH1;IMPDH2;PTGS1	ENSG00000106348;ENSG00000178035
109	thiotepa	FOCVUCIESVLUNU-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CYP2B6	
110	TOPOTECAN HYDROCHLORIDE	DGHHQBMTXTWTJV-BQAIUKQQSA-N	4	4	1	0.25	targets_mapped_to_huri	HIF1A;SLC47A1;SLC47A2;TOP1	ENSG00000142494
111	Retinoic acid	SHGAZHPCJJPHSC-YCNIQYBTSA-N	12	12	9	0.75	targets_mapped_to_huri	APP;PIN1;PPARD;RARA;RARB;RARG;RORA;RORB;RORC;RXRA;RXRG;SNCA	ENSG00000142192;ENSG00000127445;ENSG00000112033;ENSG00000131759;ENSG00000077092;ENSG00000172819;ENSG00000198963;ENSG00000143365;ENSG00000143171
112	Triethylenemelamine	IUCJMVBFZDHPDX-UHFFFAOYSA-N	0	0	0		no_known_targets		
113	Uramustine	IDPUKCWIGUEADI-UHFFFAOYSA-N	0	0	0		no_known_targets		
114	Valrubicin	ZOCKGBMQLCSHFP-KQRAQHLDSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TOP2A	
115	Vandetanib	UHTHHESEBZOYNR-UHFFFAOYSA-N	109	109	36	0.3302752293577982	targets_mapped_to_huri	ABCG2;ABL1;ABL2;ACVR1;ACVRL1;ALK;AURKC;AXL;BCR;BLK;BMPR1B;BTK;CDC42BPA;CDC42BPB;CDC42BPG;CDK7;CIT;COQ8A;COQ8B;CSF1R;CSK;CSNK1E;DDR1;DDR2;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB2;EPHB4;EPHB6;ERBB2;ERBB3;ERBB4;FGFR1;FGFR2;FGFR3;FGFR4;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;HCK;HUNK;IRAK1;IRAK4;KDR;KIT;LCK;LTK;LYN;MAP2K1;MAP2K2;MAP2K5;MAP3K19;MAP3K20;MAP3K4;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MAPK6;MERTK;MET;MINK1;MKNK1;MKNK2;PDGFRA;PDGFRB;PHKG1;PHKG2;PLK4;PRKAA1;PTK6;RET;RIPK2;RIPK4;ROCK2;RPS6KA1;RPS6KA6;RPS6KB1;SIK1;SIK2;SLK;SRC;SRMS;STK10;STK32A;STK33;STK35;TEK;TESK1;TIE1;TNIK;TNNI3K;TXK;TYRO3;ULK3;YES1	ENSG00000097007;ENSG00000143322;ENSG00000105146;ENSG00000136573;ENSG00000163050;ENSG00000103653;ENSG00000213923;ENSG00000204580;ENSG00000106123;ENSG00000111816;ENSG00000010810;ENSG00000101336;ENSG00000198001;ENSG00000182866;ENSG00000169032;ENSG00000126934;ENSG00000137764;ENSG00000091436;ENSG00000069956;ENSG00000079277;ENSG00000099875;ENSG00000134853;ENSG00000113721;ENSG00000156873;ENSG00000142731;ENSG00000101213;ENSG00000183421;ENSG00000072133;ENSG00000125508;ENSG00000169302;ENSG00000125834;ENSG00000066056;ENSG00000116783;ENSG00000074966;ENSG00000092445;ENSG00000176105
116	Vemurafenib	GPXBXXGIAQBQNI-UHFFFAOYSA-N	17	17	6	0.35294117647058826	targets_mapped_to_huri	ARAF;BRAF;EGFR;FECH;KDR;MAP2K5;MAP3K20;MAP4K5;NEK11;NEK2;PTK6;RAF1;RET;RIPK2;RIPK3;TGFBR2;TNK2	ENSG00000078061;ENSG00000137764;ENSG00000091436;ENSG00000101213;ENSG00000132155;ENSG00000061938
117	Vinblastine sulfate	KDQAABAKXDWYSZ-PNYVAJAMSA-N	5	5	3	0.6	targets_mapped_to_huri	ABCB1;PSMB1;PSMB2;PSMB5;TBXAS1	ENSG00000008018;ENSG00000126067;ENSG00000100804
118	Vincristine sulfate	AQTQHPDCURKLKT-JKDPCDLQSA-N	0	0	0		no_known_targets		
119	Vinorelbine tartrate	CILBMBUYJCWATM-PYGJLNRPSA-N	0	0	0		no_known_targets		
120	Vismodegib	BPQMGSKTAYIVFO-UHFFFAOYSA-N	5	5	0	0.0	targets_known_but_none_in_huri	ABCG2;ALB;SHH;SMO;USP28	
121	Zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N	7	7	4	0.5714285714285714	targets_mapped_to_huri	CA12;CA14;CA2;CA9;FDPS;GGPS1;MMP2	ENSG00000107159;ENSG00000160752;ENSG00000152904;ENSG00000087245
122	L-778123 free base	JNUGFGAVPBYSHF-UHFFFAOYSA-N	2	2	2	1.0	targets_mapped_to_huri	HRAS;NRAS	ENSG00000174775;ENSG00000213281
123	Eloxatin (TN)	ZROHGHOFXNOHSO-BNTLRKBRSA-L	0	0	0		no_known_targets		
124	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N	1	1	0	0.0	targets_known_but_none_in_huri	TOP2A	
125	Trisenox	QTLQKAJBUDWPIB-UHFFFAOYSA-N	0	0	0		no_known_targets		
126	dichloroplatinum diammoniate	DQLATGHUWYMOKM-UHFFFAOYSA-L	0	0	0		no_known_targets		
127	IDARUBICIN	XDXDZDZNSLXDNA-TZNDIEGXSA-N	2	2	1	0.5	targets_mapped_to_huri	SOS1;TOP2A	ENSG00000115904
128	DESOXYCORTICOSTERONE PIVALATE	VVOIQBFMTVCINR-WWMZEODYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NR3C2	
129	Aliskiren	UXOWGYHJODZGMF-QORCZRPOSA-N	1	1	0	0.0	targets_known_but_none_in_huri	REN	
130	chloroquine	WHTVZRBIWZFKQO-UHFFFAOYSA-N	15	15	6	0.4	targets_mapped_to_huri	ACE2;ADRA2A;ADRA2C;APP;BACE1;CHRM1;CHRM2;CHRM3;CHRM4;KCNH2;MTOR;NQO2;NSD1;SIGMAR1;TMEM97	ENSG00000184160;ENSG00000142192;ENSG00000055118;ENSG00000124588;ENSG00000165671;ENSG00000109084
131	DEXMEDETOMIDINE	CUHVIMMYOGQXCV-NSHDSACASA-N	8	8	1	0.125	targets_mapped_to_huri	ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;HTR7;SLC6A2	ENSG00000184160
132	zaleplon	HUNXMJYCHXQEGX-UHFFFAOYSA-N	0	0	0		no_known_targets		
133	maprotiline	QSLMDECMDJKHMQ-UHFFFAOYSA-N	9	9	1	0.1111111111111111	targets_mapped_to_huri	CACNA1B;DRD1;DRD2;DRD3;DRD5;HRH1;SLC6A2;SLC6A3;SLC6A4	ENSG00000169676
134	ISOSORBIDE DINITRATE	MOYKHGMNXAOIAT-JGWLITMVSA-N	0	0	0		no_known_targets		
135	argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N	1	1	0	0.0	targets_known_but_none_in_huri	F2	
136	PYRIDOSTIGMINE BROMIDE	VNYBTNPBYXSMOO-UHFFFAOYSA-M	2	2	1	0.5	targets_mapped_to_huri	ACHE;BCHE	ENSG00000114200
137	AZATADINE	SEBMTIQKRHYNIT-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HRH1	
138	pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N	6	6	0	0.0	targets_known_but_none_in_huri	DRD2;DRD3;DRD4;HRH1;HRH2;HRH4	
139	carbachol	AIXAANGOTKPUOY-UHFFFAOYSA-N	4	4	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM3;CHRM4	
140	Asenapine	VSWBSWWIRNCQIJ-GJZGRUSLSA-N	0	0	0		no_known_targets		
141	Norcisapride	OMLDMGPCWMBPAN-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	HTR3A;HTR4	
142	amodiaquine	OVCDSSHSILBFBN-UHFFFAOYSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	APP;HNMT;KCNH2	ENSG00000142192;ENSG00000055118
143	rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N	9	9	5	0.5555555555555556	targets_mapped_to_huri	ABCB11;CA2;CISD1;CISD2;MAOB;PPARG;RXRA;SLC10A1;TBXAS1	ENSG00000073734;ENSG00000145354;ENSG00000069535;ENSG00000132170;ENSG00000100652
144	AMILORIDE	XSDQTOBWRPYKKA-UHFFFAOYSA-N	3	3	3	1.0	targets_mapped_to_huri	ADORA2A;FTO;PLAU	ENSG00000128271;ENSG00000140718;ENSG00000122861
145	hydroxychloroquine	XXSMGPRMXLTPCZ-UHFFFAOYSA-N	10	10	2	0.2	targets_mapped_to_huri	ACE2;ADRA2A;CHRM2;CHRM3;CHRM4;KCNH2;SIGMAR1;TLR7;TLR9;TMEM97	ENSG00000055118;ENSG00000109084
146	clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	P2RY12	
147	tranylcypromine	AELCINSCMGFISI-DTWKUNHWSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	KDM1A;MAOA;MAOB	ENSG00000004487;ENSG00000069535
148	oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N	0	0	0		no_known_targets		
149	OXYPHENONIUM BROMIDE	UKLQXHUGTKWPSR-UHFFFAOYSA-M	2	2	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM3	
150	dopamine	VYFYYTLLBUKUHU-UHFFFAOYSA-N	14	14	2	0.14285714285714285	targets_mapped_to_huri	ADRB1;DRD1;DRD2;DRD3;DRD4;DRD5;HTR1A;KDM4E;MTNR1A;MTNR1B;SLC6A2;SLC6A3;SNCA;TAAR1	ENSG00000169676;ENSG00000168412
151	trifluoperazine	ZEWQUBUPAILYHI-UHFFFAOYSA-N	20	20	4	0.2	targets_mapped_to_huri	ABCB1;ADRA1A;ADRA2A;ADRA2B;ADRA2C;CALM1;CHRM2;CHRM3;DRD2;DRD3;DRD4;EBP;EBPL;HRH1;HTR1A;HTR2A;HTR2C;HTR6;HTR7;SIGMAR1	ENSG00000184160;ENSG00000198668;ENSG00000147155;ENSG00000147246
152	Maraviroc	GSNHKUDZZFZSJB-HLMSNRGBSA-N	1	1	1	1.0	targets_mapped_to_huri	CCR5	ENSG00000160791
153	Ulipristal acetate	OOLLAFOLCSJHRE-ZHAKMVSLSA-N	1	1	0	0.0	targets_known_but_none_in_huri	PGR	
154	Olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	AGTR1	
155	DIPHENIDOL	OGAKLTJNUQRZJU-UHFFFAOYSA-N	5	5	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM3;CHRM4;CHRM5	
156	pargyline	DPWPWRLQFGFJFI-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	MAOA;MAOB	ENSG00000069535
157	memantine	BUGYDGFZZOZRHP-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	ACHE;GRIN1;GRIN3A	
158	fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N	2	2	0	0.0	targets_known_but_none_in_huri	SIGMAR1;SLC6A4	
159	3-Amino-2-oxazolidinone	KYCJNIUHWNJNCT-UHFFFAOYSA-N	0	0	0		no_known_targets		
160	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	KCNH2	ENSG00000055118
161	proguanil	SSOLNOMRVKKSON-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	DHFR	
162	sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N	3	3	0	0.0	targets_known_but_none_in_huri	SLC6A2;SLC6A3;SLC6A4	
163	naltrexone	DQCKKXVULJGBQN-XFWGSAIBSA-N	3	3	3	1.0	targets_mapped_to_huri	OPRD1;OPRK1;OPRM1	ENSG00000116329;ENSG00000082556;ENSG00000112038
164	VECURONIUM BROMIDE	VEPSYABRBFXYIB-PWXDFCLTSA-M	2	2	1	0.5	targets_mapped_to_huri	SLC22A2;SLC47A1	ENSG00000142494
165	minoxidil	ZIMGGGWCDYVHOY-UHFFFAOYSA-N	0	0	0		no_known_targets		
166	trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N	5	5	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM3;CHRM4;CHRM5	
167	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N	1	1	0	0.0	targets_known_but_none_in_huri	PGR	
168	imipramine	BCGWQEUPMDMJNV-UHFFFAOYSA-N	20	20	2	0.1	targets_mapped_to_huri	ADRA1A;ADRA2A;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD2;DRD3;HRH1;HTR1A;HTR2A;HTR2C;HTR6;HTR7;SLC22A1;SLC6A2;SLC6A3;SLC6A4;SMPD1	ENSG00000147246;ENSG00000175003
169	flumazenil	OFBIFZUFASYYRE-UHFFFAOYSA-N	6	6	0	0.0	targets_known_but_none_in_huri	GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6	
170	pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N	15	15	8	0.5333333333333333	targets_mapped_to_huri	AOC1;KCNH2;PLG;PRSS1;PTP4A1;PTP4A2;PTP4A3;S100B;SAT1;SLC22A2;SLC22A3;SLC47A1;SLC47A2;ST14;TMPRSS2	ENSG00000002726;ENSG00000055118;ENSG00000112245;ENSG00000184007;ENSG00000160307;ENSG00000130066;ENSG00000142494;ENSG00000184012
171	CANRENONE	UJVLDDZCTMKXJK-WNHSNXHDSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NR3C2	
172	Dronedarone	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N	7	7	3	0.42857142857142855	targets_mapped_to_huri	HCN1;HCN2;HCN3;HCN4;KCNA5;KCNH2;KCNJ2	ENSG00000130037;ENSG00000055118;ENSG00000123700
173	methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	SLC12A3	
174	testosterone	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	3	3	0	0.0	targets_known_but_none_in_huri	AR;CYP19A1;SHBG	
175	riluzole	FTALBRSUTCGOEG-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	SCN5A	ENSG00000183873
176	triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	CTSG;PAH	ENSG00000100448
177	Cevimeline	WUTYZMFRCNBCHQ-PSASIEDQSA-N	0	0	0		no_known_targets		
178	bumetanide	MAEIEVLCKWDQJH-UHFFFAOYSA-N	12	12	1	0.08333333333333333	targets_mapped_to_huri	CA1;CA12;CA14;CA2;CA4;CA5A;CA5B;CA6;CA7;CA9;SLC12A1;SLC12A2	ENSG00000107159
179	cytarabine	UHDGCWIWMRVCDJ-CCXZUQQUSA-N	1	1	0	0.0	targets_known_but_none_in_huri	MDM2	
180	loperamide	RDOIQAHITMMDAJ-UHFFFAOYSA-N	16	16	5	0.3125	targets_mapped_to_huri	ADRA1B;CES2;DRD2;DRD3;DRD4;HTR1D;HTR2B;OPRD1;OPRK1;OPRM1;SCN5A;SIGMAR1;SLC6A3;SLC6A4;TEK;TMEM97	ENSG00000116329;ENSG00000082556;ENSG00000112038;ENSG00000183873;ENSG00000109084
181	nisoldipine	VKQFCGNPDRICFG-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	CACNA1C;CACNA1D	
182	sumatriptan	KQKPFRSPSRPDEB-UHFFFAOYSA-N	9	9	2	0.2222222222222222	targets_mapped_to_huri	HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR6;HTR7;SLC47A1	ENSG00000135312;ENSG00000142494
183	Sitagliptin	MFFMDFFZMYYVKS-SECBINFHSA-N	4	4	0	0.0	targets_known_but_none_in_huri	DPP4;DPP8;DPP9;FAP	
