training_name	normalized_name	drugcomb_id	drugcomb_reference_name	mapping_status	match_type
Vancomycin HCL	vancomycin hcl	3960.0	Vancomycin HCL	mapped	exact
Vandetanib	vandetanib	115.0	Vandetanib	mapped	exact
Vardenafil	vardenafil	2769.0	Vardenafil	mapped	exact
Vardenafil hydrochloride trihydrate	vardenafil hydrochloride trihydrate	1483.0	Vardenafil hydrochloride trihydrate	mapped	exact
Varenicline	varenicline			ambiguous	ambiguous
Varenicline tartrate	varenicline tartrate			ambiguous	ambiguous
Varespladib	varespladib	1063.0	Varespladib	mapped	exact
Vatalanib	vatalanib	3826.0	Vatalanib	mapped	exact
Vatalanib dihydrochloride	vatalanib dihydrochloride	1770.0	Vatalanib dihydrochloride	mapped	exact
Veliflapon	veliflapon	2222.0	Veliflapon	mapped	exact
Veliparib	veliparib	2.0	Veliparib	mapped	exact
Vemurafenib	vemurafenib	116.0	Vemurafenib	mapped	exact
Venetoclax	venetoclax	1944.0	Venetoclax	mapped	exact
Vepesid J	vepesid j	385.0	Vepesid J	mapped	exact
Verapamil hydrochloride	verapamil hydrochloride	885.0	Verapamil hydrochloride	mapped	exact
Verdinexor	verdinexor	3963.0	Verdinexor	mapped	exact
Verubecestat	verubecestat	3992.0	Verubecestat	mapped	exact
Verubulin	verubulin	2953.0	Verubulin	mapped	exact
Vicriviroc	vicriviroc	2340.0	Vicriviroc	mapped	exact
Vidarabine	vidarabine	784.0	Vidarabine	mapped	exact
Vidofludimus	vidofludimus	2744.0	Vidofludimus	mapped	exact
Vilazodone hydrochloride	vilazodone hydrochloride	1477.0	Vilazodone hydrochloride	mapped	exact
Vildagliptin	vildagliptin	1485.0	Vildagliptin	mapped	exact
Vinblastine sulfate	vinblastine sulfate			ambiguous	ambiguous
Vincristine sulfate	vincristine sulfate			ambiguous	ambiguous
Vinflunine	vinflunine	2500.0	Vinflunine	mapped	exact
Vinflunine Tartrate	vinflunine tartrate	1964.0	Vinflunine Tartrate	mapped	exact
Vinorelbine tartrate	vinorelbine tartrate			ambiguous	ambiguous
Vismodegib	vismodegib	120.0	Vismodegib	mapped	exact
Visudyne	visudyne	2365.0	Visudyne	mapped	exact
Visudyne (TN)	visudyne (tn)	5313.0	Visudyne (TN)	mapped	exact
Vitamin D3	vitamin d3	1312.0	Vitamin D3	mapped	exact
Volasertib	volasertib	1608.0	Volasertib	mapped	exact
Vonoprazan Fumarate	vonoprazan fumarate	1908.0	Vonoprazan Fumarate	mapped	exact
Vorapaxar	vorapaxar	2214.0	Vorapaxar	mapped	exact
Vorasidenib	vorasidenib	4009.0	Vorasidenib	mapped	exact
Voreloxin	voreloxin	3924.0	Voreloxin	mapped	exact
Voriconazole	voriconazole	962.0	Voriconazole	mapped	exact
Vorinostat	vorinostat	35.0	Vorinostat	mapped	exact
Vortioxetine hydrobromide	vortioxetine hydrobromide	1998.0	Vortioxetine hydrobromide	mapped	exact
Voruciclib	voruciclib	2397.0	Voruciclib	mapped	exact
WAY-100635	way-100635	2786.0	WAY-100635	mapped	exact
WAY-100635 maleate salt	way-100635 maleate salt	1703.0	WAY-100635 maleate salt	mapped	exact
WAY-204688	way-204688	2099.0	WAY-204688	mapped	exact
WAY-262611	way-262611	2518.0	WAY-262611	mapped	exact
WAY-600	way-600	1870.0	WAY-600	mapped	exact
WEHI-345	wehi-345	3803.0	WEHI-345	mapped	exact
WEHI-539	wehi-539	3600.0	WEHI-539	mapped	exact
WH-4-023	wh-4-023	2307.0	WH-4-023	mapped	exact
WHI-P154	whi-p154	544.0	WHI-P154	mapped	exact
WHI-P97	whi-p97	2406.0	WHI-P97	mapped	exact
WIKI4	wiki4	2491.0	WIKI4	mapped	exact
WIN 55212-2	win 55212-2	2798.0	WIN 55212-2	mapped	exact
WNK463	wnk463	3837.0	WNK463	mapped	exact
WP1066	wp1066	1617.0	WP1066	mapped	exact
WT-161	wt-161	3845.0	WT-161	mapped	exact
WYE-354	wye-354	1891.0	WYE-354	mapped	exact
WYE-687	wye-687	2441.0	WYE-687	mapped	exact
WZ4002	wz4002	1903.0	WZ4002	mapped	exact
WZ4003	wz4003	2042.0	WZ4003	mapped	exact
WZ8040	wz8040	1904.0	WZ8040	mapped	exact
Warfarin sodium	warfarin sodium	4117.0	Warfarin sodium	mapped	exact
Withaferin A	withaferin a	2094.0	Withaferin A	mapped	exact
Wnt-C59	wnt-c59	2013.0	Wnt-C59	mapped	exact
Wortmannin from Penicillium funiculosum	wortmannin from penicillium funiculosum	3100.0	Wortmannin from Penicillium funiculosum	mapped	exact
X-396	x-396	2288.0	X-396	mapped	exact
XANTHONE	xanthone	702.0	XANTHONE	mapped	exact
XCT790	xct790	4087.0	XCT790	mapped	exact
XL-228	xl-228	3711.0	XL-228	mapped	exact
XL019	xl019	2016.0	XL019	mapped	exact
XL147	xl147	1248.0	XL147	mapped	exact
XL388	xl388	2021.0	XL388	mapped	exact
XL765	xl765	1946.0	XL765	mapped	exact
XL888	xl888	2015.0	XL888	mapped	exact
XMD17-109	xmd17-109	2311.0	XMD17-109	mapped	exact
XMD8-87	xmd8-87	3816.0	XMD8-87	mapped	exact
XMD8-92	xmd8-92	2112.0	XMD8-92	mapped	exact
XMU-MP-1	xmu-mp-1	2440.0	XMU-MP-1	mapped	exact
XRP44X	xrp44x	3542.0	XRP44X	mapped	exact
Xanthatin	xanthatin	3747.0	Xanthatin	mapped	exact
Xarelto	xarelto	2869.0	Xarelto	mapped	exact
Xylazine hydrochloride	xylazine hydrochloride	935.0	Xylazine hydrochloride	mapped	exact
Xylometazoline hydrochloride	xylometazoline hydrochloride	1351.0	Xylometazoline hydrochloride	mapped	exact
Y-27632 dihydrochloride	y-27632 dihydrochloride	1540.0	Y-27632 dihydrochloride	mapped	exact
Y-39983 dihydrochloride 2/3 H2O	y-39983 dihydrochloride 2/3 h2o	4656.0	Y-39983 dihydrochloride 2/3 H2O	mapped	exact
YK-4-279	yk-4-279	2492.0	YK-4-279	mapped	exact
YKL-05-099	ykl-05-099	3809.0	YKL-05-099	mapped	exact
YM 511	ym 511	3966.0	YM 511	mapped	exact
YOHIMBINE HYDROCHLORIDE	yohimbine hydrochloride	680.0	YOHIMBINE HYDROCHLORIDE	mapped	exact
YU238259	yu238259	3895.0	YU238259	mapped	exact
YW3-56	yw3-56	2743.0	YW3-56	mapped	exact
Yohimbine	yohimbine	2549.0	Yohimbine	mapped	exact
Z-FA-fluoromethyl ketone	z-fa-fluoromethyl ketone	8395.0	Z-FA-fluoromethyl ketone	mapped	exact
ZCL278	zcl278	1245.0	ZCL278	mapped	exact
ZD7288 hydrate, >=98% (HPLC)	zd7288 hydrate,>=98% (hplc)	2202.0	ZD7288 hydrate, >=98% (HPLC)	mapped	exact
ZILEUTON	zileuton	293.0	ZILEUTON	mapped	exact
ZINC100015731	zinc100015731	3139.0	ZINC100015731	mapped	exact
ZINC101112865	zinc101112865	3420.0	ZINC101112865	mapped	exact
ZINC103939005	zinc103939005	3586.0	ZINC103939005	mapped	exact
ZINC11616261	zinc11616261	3463.0	ZINC11616261	mapped	exact
ZINC11616871	zinc11616871	3073.0	ZINC11616871	mapped	exact
ZINC117147304	zinc117147304	3081.0	ZINC117147304	mapped	exact
ZINC139045355	zinc139045355	3473.0	ZINC139045355	mapped	exact
ZINC17545571	zinc17545571	3115.0	ZINC17545571	mapped	exact
ZINC208012538	zinc208012538	3111.0	ZINC208012538	mapped	exact
ZINC208949883	zinc208949883	3072.0	ZINC208949883	mapped	exact
ZINC208951860	zinc208951860	3220.0	ZINC208951860	mapped	exact
ZINC21999985	zinc21999985	2948.0	ZINC21999985	mapped	exact
ZINC22059945	zinc22059945	3409.0	ZINC22059945	mapped	exact
ZINC242723022	zinc242723022	2977.0	ZINC242723022	mapped	exact
ZINC250325905	zinc250325905	3004.0	ZINC250325905	mapped	exact
ZINC28538988	zinc28538988	3301.0	ZINC28538988	mapped	exact
ZINC34894448	zinc34894448	3134.0	ZINC34894448	mapped	exact
ZINC38139483	zinc38139483	3303.0	ZINC38139483	mapped	exact
ZINC3831133	zinc3831133	3471.0	ZINC3831133	mapped	exact
ZINC3881972	zinc3881972	3217.0	ZINC3881972	mapped	exact
ZINC43163828	zinc43163828	3364.0	ZINC43163828	mapped	exact
ZINC44963243	zinc44963243	3233.0	ZINC44963243	mapped	exact
ZINC84688828	zinc84688828	2951.0	ZINC84688828	mapped	exact
ZINC896472	zinc896472	3203.0	ZINC896472	mapped	exact
ZINC97975747	zinc97975747	3382.0	ZINC97975747	mapped	exact
ZINGERONE	zingerone	799.0	ZINGERONE	mapped	exact
ZLN005	zln005	1222.0	ZLN005	mapped	exact
ZM 323881 hydrochloride	zm 323881 hydrochloride	1771.0	ZM 323881 hydrochloride	mapped	exact
ZM 336372	zm 336372	645.0	ZM 336372	mapped	exact
ZM 39923 hydrochloride	zm 39923 hydrochloride	1096.0	ZM 39923 hydrochloride	mapped	exact
ZM39923	zm39923	2422.0	ZM39923	mapped	exact
ZSTK474	zstk474	1680.0	ZSTK474	mapped	exact
Zaldaride	zaldaride	3254.0	Zaldaride	mapped	exact
Zaldaride maleate	zaldaride maleate	2200.0	Zaldaride maleate	mapped	exact
Zanosar	zanosar	406.0	Zanosar	mapped	exact
Zebularine	zebularine	1004.0	Zebularine	mapped	exact
Zibotentan	zibotentan	1545.0	Zibotentan	mapped	exact
Ziprasidone	ziprasidone	2871.0	Ziprasidone	mapped	exact
Ziprasidone hydrochloride	ziprasidone hydrochloride	1113.0	Ziprasidone hydrochloride	mapped	exact
Zoledronic acid	zoledronic acid	121.0	Zoledronic acid	mapped	exact
Zoledronic acid hydrate	zoledronic acid hydrate	4088.0	Zoledronic acid hydrate	mapped	exact
Zoxazolamine	zoxazolamine	677.0	Zoxazolamine	mapped	exact
Zuclomiphene	zuclomiphene	2973.0	Zuclomiphene	mapped	exact
abacavir	abacavir	258.0	abacavir	mapped	exact
abt-702	abt-702	2149.0	abt-702	mapped	exact
acarbose	acarbose			ambiguous	ambiguous
acemetacin	acemetacin	445.0	acemetacin	mapped	exact
acetaminophen	acetaminophen	2799.0	acetaminophen	mapped	exact
acetanilide	acetanilide	432.0	acetanilide	mapped	exact
acetarsol	acetarsol	446.0	acetarsol	mapped	exact
acetazolamide	acetazolamide	297.0	acetazolamide	mapped	exact
acetohexamide	acetohexamide	338.0	acetohexamide	mapped	exact
acetohydroxamic acid	acetohydroxamic acid	327.0	acetohydroxamic acid	mapped	exact
actinomycin D	actinomycin d			ambiguous	ambiguous
acyclovir	acyclovir	447.0	acyclovir	mapped	exact
adenosine	adenosine	876.0	adenosine	mapped	exact
alacepril	alacepril	2194.0	alacepril	mapped	exact
albendazole	albendazole	255.0	albendazole	mapped	exact
alfacalcidol	alfacalcidol			ambiguous	ambiguous
alfuzosin	alfuzosin	3369.0	alfuzosin	mapped	exact
allopurinol	allopurinol	39.0	allopurinol	mapped	exact
alpelisib	alpelisib	1995.0	alpelisib	mapped	exact
alprostadil	alprostadil	1309.0	alprostadil	mapped	exact
altretamine	altretamine	40.0	altretamine	mapped	exact
amantadine	amantadine	357.0	amantadine	mapped	exact
amifostine	amifostine	41.0	amifostine	mapped	exact
aminoglutethimide	aminoglutethimide	453.0	aminoglutethimide	mapped	exact
aminophenazone	aminophenazone	670.0	aminophenazone	mapped	exact
aminophylline	aminophylline	728.0	aminophylline	mapped	exact
aminopterin	aminopterin	2915.0	aminopterin	mapped	exact
amiodarone	amiodarone	3427.0	amiodarone	mapped	exact
amisulpride	amisulpride	456.0	amisulpride	mapped	exact
amlexanox	amlexanox	2863.0	amlexanox	mapped	exact
amlodipine	amlodipine	457.0	amlodipine	mapped	exact
amodiaquine	amodiaquine	142.0	amodiaquine	mapped	exact
amorolfine hydrochloride	amorolfine hydrochloride	845.0	amorolfine hydrochloride	mapped	exact
amoxapine	amoxapine	226.0	amoxapine	mapped	exact
amoxicillin	amoxicillin	806.0	amoxicillin	mapped	exact
amphotericin b	amphotericin b	1316.0	amphotericin b	mapped	exact
ampiroxicam	ampiroxicam	458.0	ampiroxicam	mapped	exact
amprenavir	amprenavir	280.0	amprenavir	mapped	exact
amsacrine	amsacrine	3922.0	amsacrine	mapped	exact
amygdalin	amygdalin	1198.0	amygdalin	mapped	exact
anagrelide	anagrelide	2768.0	anagrelide	mapped	exact
anastrozole	anastrozole	43.0	anastrozole	mapped	exact
aniracetam	aniracetam	459.0	aniracetam	mapped	exact
antipyrine	antipyrine	460.0	antipyrine	mapped	exact
apigenin	apigenin	1303.0	apigenin	mapped	exact
arachidonylcyclopropylamide	arachidonylcyclopropylamide	2220.0	arachidonylcyclopropylamide	mapped	exact
arbutin	arbutin	1133.0	arbutin	mapped	exact
arecoline	arecoline	462.0	arecoline	mapped	exact
argatroban	argatroban	135.0	argatroban	mapped	exact
artemisinin	artemisinin			ambiguous	ambiguous
as1949490	as1949490	2689.0	as1949490	mapped	exact
asciminib	asciminib	3640.0	asciminib	mapped	exact
aspartame	aspartame	1046.0	aspartame	mapped	exact
aspirin	aspirin	463.0	aspirin	mapped	exact
atenolol	atenolol	238.0	atenolol	mapped	exact
azasetron hydrochloride	azasetron hydrochloride	4136.0	azasetron hydrochloride	mapped	exact
azathioprine	azathioprine	464.0	azathioprine	mapped	exact
azelastine	azelastine	3205.0	azelastine	mapped	exact
azithromycin	azithromycin	201.0	azithromycin	mapped	exact
aztreonam	aztreonam			ambiguous	ambiguous
b-D-Glucopyranoside, 4-hydroxyphenyl	b-d-glucopyranoside,4-hydroxyphenyl	3350.0	b-D-Glucopyranoside, 4-hydroxyphenyl	mapped	exact
baclofen	baclofen	344.0	baclofen	mapped	exact
bafilomycin A1	bafilomycin a1	4216.0	bafilomycin A1	mapped	exact
baicalein	baicalein	1332.0	baicalein	mapped	exact
batimastat	batimastat	1409.0	batimastat	mapped	exact
bay 11-7082	bay 11-7082	1402.0	bay 11-7082	mapped	exact
bemegride	bemegride	465.0	bemegride	mapped	exact
benazepril	benazepril	2770.0	benazepril	mapped	exact
benfotiamine	benfotiamine			ambiguous	ambiguous
benidipine hydrochloride	benidipine hydrochloride	1202.0	benidipine hydrochloride	mapped	exact
benserazide	benserazide	2887.0	benserazide	mapped	exact
benzbromarone	benzbromarone	467.0	benzbromarone	mapped	exact
benzethonium chloride	benzethonium chloride	708.0	benzethonium chloride	mapped	exact
benzocaine	benzocaine	468.0	benzocaine	mapped	exact
benzoic acid	benzoic acid	426.0	benzoic acid	mapped	exact
bepridil	bepridil	3974.0	bepridil	mapped	exact
berberine	berberine	2691.0	berberine	mapped	exact
berberine chloride	berberine chloride	761.0	berberine chloride	mapped	exact
bergenin	bergenin	922.0	bergenin	mapped	exact
beta-Lapachone	beta-lapachone	549.0	beta-Lapachone	mapped	exact
beta-Narcotine	beta-narcotine	3048.0	beta-Narcotine	mapped	exact
beta-carotene	beta-carotene	1306.0	beta-carotene	mapped	exact
betaine	betaine	4195.0	betaine	mapped	exact
betamethasone	betamethasone	731.0	betamethasone	mapped	exact
betaxolol	betaxolol	470.0	betaxolol	mapped	exact
bethanechol	bethanechol	3429.0	bethanechol	mapped	exact
betulinic acid	betulinic acid	897.0	betulinic acid	mapped	exact
bezafibrate	bezafibrate	816.0	bezafibrate	mapped	exact
bicalutamide	bicalutamide	471.0	bicalutamide	mapped	exact
bifonazole	bifonazole	472.0	bifonazole	mapped	exact
biochanin A	biochanin a	1301.0	biochanin A	mapped	exact
biperiden	biperiden	2890.0	biperiden	mapped	exact
birabresib	birabresib	3882.0	birabresib	mapped	exact
bisacodyl	bisacodyl	473.0	bisacodyl	mapped	exact
bisindolylmaleimide i	bisindolylmaleimide i	2293.0	bisindolylmaleimide i	mapped	exact
bleomycin	bleomycin	414.0	bleomycin	mapped	exact
brefeldin A	brefeldin a			ambiguous	ambiguous
bromhexine	bromhexine	3460.0	bromhexine	mapped	exact
broxyquinoline	broxyquinoline	476.0	broxyquinoline	mapped	exact
budesonide	budesonide	1317.0	budesonide	mapped	exact
bufexamac	bufexamac	477.0	bufexamac	mapped	exact
bumetanide	bumetanide	178.0	bumetanide	mapped	exact
bupropion	bupropion	429.0	bupropion	mapped	exact
buspirone	buspirone	359.0	buspirone	mapped	exact
busulfan	busulfan	48.0	busulfan	mapped	exact
butein	butein	1329.0	butein	mapped	exact
bvt-3498	bvt-3498	4109.0	bvt-3498	mapped	exact
c-FMS inhibitor	c-fms inhibitor	2401.0	c-FMS inhibitor	mapped	exact
cPEPCK inhibitor	cpepck inhibitor	2233.0	cPEPCK inhibitor	mapped	exact
caffeic acid	caffeic acid	1215.0	caffeic acid	mapped	exact
caffeine	caffeine	4126.0	caffeine	mapped	exact
calcitriol	calcitriol	1305.0	calcitriol	mapped	exact
calindol	calindol	2582.0	calindol	mapped	exact
calmidazolium chloride	calmidazolium chloride	3650.0	calmidazolium chloride	mapped	exact
calpeptin	calpeptin	3942.0	calpeptin	mapped	exact
camptothecin	camptothecin	789.0	camptothecin	mapped	exact
candesartan	candesartan	479.0	candesartan	mapped	exact
cannabidiol	cannabidiol	4132.0	cannabidiol	mapped	exact
cantharidin	cantharidin	4202.0	cantharidin	mapped	exact
capmatinib	capmatinib	1861.0	capmatinib	mapped	exact
captopril	captopril	826.0	captopril	mapped	exact
carbachol	carbachol	139.0	carbachol	mapped	exact
carbamazepine	carbamazepine	480.0	carbamazepine	mapped	exact
carbazochrome sodium sulfonate	carbazochrome sodium sulfonate	1799.0	carbazochrome sodium sulfonate	mapped	exact
carbidopa	carbidopa	809.0	carbidopa	mapped	exact
carisoprodol	carisoprodol	294.0	carisoprodol	mapped	exact
carmofur	carmofur	481.0	carmofur	mapped	exact
carmustine	carmustine	51.0	carmustine	mapped	exact
carprofen	carprofen	482.0	carprofen	mapped	exact
carvedilol	carvedilol	483.0	carvedilol	mapped	exact
cbl0137	cbl0137	3748.0	cbl0137	mapped	exact
cc-115	cc-115	3673.0	cc-115	mapped	exact
cc-223	cc-223	3740.0	cc-223	mapped	exact
cc-57	cc-57	3504.0	cc-57	mapped	exact
cefaclor	cefaclor	2835.0	cefaclor	mapped	exact
cefdinir	cefdinir			ambiguous	ambiguous
cefditoren pivoxil	cefditoren pivoxil			ambiguous	ambiguous
cefmenoxime	cefmenoxime	318.0	cefmenoxime	mapped	exact
cefoperazone	cefoperazone	827.0	cefoperazone	mapped	exact
celastrol	celastrol	2730.0	celastrol	mapped	exact
celecoxib	celecoxib	52.0	celecoxib	mapped	exact
cephalexin	cephalexin	795.0	cephalexin	mapped	exact
cephradine	cephradine	2836.0	cephradine	mapped	exact
ceritinib	ceritinib	2011.0	ceritinib	mapped	exact
cerivastatin	cerivastatin	221.0	cerivastatin	mapped	exact
cerulenin	cerulenin	2523.0	cerulenin	mapped	exact
cetirizine	cetirizine	2754.0	cetirizine	mapped	exact
cetylpyridinium chloride	cetylpyridinium chloride	800.0	cetylpyridinium chloride	mapped	exact
chelerythrine	chelerythrine	3128.0	chelerythrine	mapped	exact
chenodeoxycholic acid	chenodeoxycholic acid	735.0	chenodeoxycholic acid	mapped	exact
chlorambucil	chlorambucil	53.0	chlorambucil	mapped	exact
chloramphenicol	chloramphenicol	665.0	chloramphenicol	mapped	exact
chlorhexidine	chlorhexidine	4189.0	chlorhexidine	mapped	exact
chlormezanone	chlormezanone	485.0	chlormezanone	mapped	exact
chloroquine	chloroquine	130.0	chloroquine	mapped	exact
chlorothiazide	chlorothiazide	486.0	chlorothiazide	mapped	exact
chloroxine	chloroxine	487.0	chloroxine	mapped	exact
chlorphenesin	chlorphenesin	289.0	chlorphenesin	mapped	exact
chlorpheniramine	chlorpheniramine	8354.0	chlorpheniramine	mapped	exact
chlorpropamide	chlorpropamide	488.0	chlorpropamide	mapped	exact
chlorprothixene	chlorprothixene			ambiguous	ambiguous
chlorzoxazone	chlorzoxazone	315.0	chlorzoxazone	mapped	exact
chromocarb	chromocarb	489.0	chromocarb	mapped	exact
chrysin	chrysin	1333.0	chrysin	mapped	exact
cilnidipine	cilnidipine	1346.0	cilnidipine	mapped	exact
cilostazol	cilostazol	492.0	cilostazol	mapped	exact
cimetidine	cimetidine	493.0	cimetidine	mapped	exact
cinchonine	cinchonine	3238.0	cinchonine	mapped	exact
cinepazide maleate	cinepazide maleate	1358.0	cinepazide maleate	mapped	exact
cinoxacin	cinoxacin	494.0	cinoxacin	mapped	exact
ciprofloxacin	ciprofloxacin	2634.0	ciprofloxacin	mapped	exact
ciproxifan	ciproxifan	1442.0	ciproxifan	mapped	exact
cis-Diaminedichloroplatinum	cis-diaminedichloroplatinum	2050.0	cis-Diaminedichloroplatinum	mapped	exact
cis-Platin	cis-platin	415.0	cis-Platin	mapped	exact
cisapride	cisapride	188.0	cisapride	mapped	exact
citalopram	citalopram	302.0	citalopram	mapped	exact
cl-82198	cl-82198	2746.0	cl-82198	mapped	exact
clarithromycin	clarithromycin	992.0	clarithromycin	mapped	exact
clindamycin	clindamycin	1169.0	clindamycin	mapped	exact
clinofibrate	clinofibrate	496.0	clinofibrate	mapped	exact
clobetasone butyrate	clobetasone butyrate	8193.0	clobetasone butyrate	mapped	exact
clofazimine	clofazimine	497.0	clofazimine	mapped	exact
clofibrate	clofibrate	345.0	clofibrate	mapped	exact
clofibric acid	clofibric acid	314.0	clofibric acid	mapped	exact
clomiphene	clomiphene	3227.0	clomiphene	mapped	exact
clomipramine	clomipramine	3444.0	clomipramine	mapped	exact
clonidine	clonidine	2856.0	clonidine	mapped	exact
clopidogrel	clopidogrel	146.0	clopidogrel	mapped	exact
clorprenaline hydrochloride	clorprenaline hydrochloride	787.0	clorprenaline hydrochloride	mapped	exact
clotrimazole	clotrimazole	498.0	clotrimazole	mapped	exact
cloxacillin(1-)	cloxacillin(1-)	3337.0	cloxacillin(1-)	mapped	exact
clozapine	clozapine	499.0	clozapine	mapped	exact
colchicine	colchicine	2623.0	colchicine	mapped	exact
compound 22d [PMID: 16242323]	compound 22d [pmid: 16242323]	2296.0	compound 22d [PMID: 16242323]	mapped	exact
compound 31 [PMID: 22902653]	compound 31 [pmid: 22902653]	3522.0	compound 31 [PMID: 22902653]	mapped	exact
compound 8e [PMID: 24432909]	compound 8e [pmid: 24432909]	3510.0	compound 8e [PMID: 24432909]	mapped	exact
coumarin	coumarin	428.0	coumarin	mapped	exact
cromoglycate(2-)	cromoglycate(2-)	3416.0	cromoglycate(2-)	mapped	exact
crotamiton	crotamiton	4140.0	crotamiton	mapped	exact
curcumin	curcumin	1224.0	curcumin	mapped	exact
cyclandelate	cyclandelate	500.0	cyclandelate	mapped	exact
cyclobenzaprine	cyclobenzaprine	3264.0	cyclobenzaprine	mapped	exact
cycloheximide	cycloheximide	2097.0	cycloheximide	mapped	exact
cyclophosphamide	cyclophosphamide	7.0	cyclophosphamide	mapped	exact
cyclosporin A	cyclosporin a			ambiguous	ambiguous
cyclosporine	cyclosporine	422.0	cyclosporine	mapped	exact
cyproheptadine hydrochloride	cyproheptadine hydrochloride	765.0	cyproheptadine hydrochloride	mapped	exact
cytarabine	cytarabine	179.0	cytarabine	mapped	exact
cytidine	cytidine	682.0	cytidine	mapped	exact
dacarbazine	dacarbazine			ambiguous	ambiguous
daidzein	daidzein	1340.0	daidzein	mapped	exact
dantrolene	dantrolene			ambiguous	ambiguous
daphnetin	daphnetin	1308.0	daphnetin	mapped	exact
dapt	dapt	1384.0	dapt	mapped	exact
daunorubicin	daunorubicin	3925.0	daunorubicin	mapped	exact
desipramine	desipramine	8356.0	desipramine	mapped	exact
dexamethasone	dexamethasone	9.0	dexamethasone	mapped	exact
dexlansoprazole	dexlansoprazole	1500.0	dexlansoprazole	mapped	exact
dextromethorphan	dextromethorphan	380.0	dextromethorphan	mapped	exact
diazoxide	diazoxide	287.0	diazoxide	mapped	exact
dibenzothiophene	dibenzothiophene	501.0	dibenzothiophene	mapped	exact
dichlorphenamide	dichlorphenamide	339.0	dichlorphenamide	mapped	exact
diclofenac(1-)	diclofenac(1-)	3274.0	diclofenac(1-)	mapped	exact
didanosine	didanosine	838.0	didanosine	mapped	exact
dienestrol	dienestrol	4085.0	dienestrol	mapped	exact
diethylcarbamazine	diethylcarbamazine	212.0	diethylcarbamazine	mapped	exact
diethylstilbestrol	diethylstilbestrol	1174.0	diethylstilbestrol	mapped	exact
difluprednate	difluprednate	1159.0	difluprednate	mapped	exact
digitoxin	digitoxin	197.0	digitoxin	mapped	exact
digoxin	digoxin	4103.0	digoxin	mapped	exact
dihydroergotamine	dihydroergotamine	190.0	dihydroergotamine	mapped	exact
dihydroquercetin	dihydroquercetin	3206.0	dihydroquercetin	mapped	exact
dimethyl but-2-enedioate	dimethyl but-2-enedioate	3123.0	dimethyl but-2-enedioate	mapped	exact
diosmin	diosmin	1335.0	diosmin	mapped	exact
diphenhydramine	diphenhydramine	3018.0	diphenhydramine	mapped	exact
dipyridamole	dipyridamole	236.0	dipyridamole	mapped	exact
disopyramide	disopyramide	4721.0	disopyramide	mapped	exact
disulfiram	disulfiram	184.0	disulfiram	mapped	exact
dl-Carbidopa	dl-carbidopa	3451.0	dl-Carbidopa	mapped	exact
dobutamine	dobutamine	2853.0	dobutamine	mapped	exact
docetaxel	docetaxel	63.0	docetaxel	mapped	exact
domiphen bromide	domiphen bromide	748.0	domiphen bromide	mapped	exact
domperidone	domperidone	502.0	domperidone	mapped	exact
dopamine	dopamine	150.0	dopamine	mapped	exact
dorsomorphin	dorsomorphin	2074.0	dorsomorphin	mapped	exact
dorzolamide	dorzolamide	3475.0	dorzolamide	mapped	exact
doxapram	doxapram	267.0	doxapram	mapped	exact
doxazosin	doxazosin	3368.0	doxazosin	mapped	exact
doxepin	doxepin	8355.0	doxepin	mapped	exact
doxifluridine	doxifluridine	777.0	doxifluridine	mapped	exact
doxorubicin	doxorubicin	11.0	doxorubicin	mapped	exact
doxycycline	doxycycline	2747.0	doxycycline	mapped	exact
droperidol	droperidol	503.0	droperidol	mapped	exact
dropropizine	dropropizine	504.0	dropropizine	mapped	exact
duloxetine	duloxetine	3443.0	duloxetine	mapped	exact
dydrogesterone	dydrogesterone	723.0	dydrogesterone	mapped	exact
dyphylline	dyphylline	505.0	dyphylline	mapped	exact
e-64	e-64	1039.0	e-64	mapped	exact
eFT508	eft508	3744.0	eFT508	mapped	exact
ebastine	ebastine	506.0	ebastine	mapped	exact
econazole	econazole	3360.0	econazole	mapped	exact
edaravone	edaravone	555.0	edaravone	mapped	exact
eeyarestatin I	eeyarestatin i			ambiguous	ambiguous
efavirenz	efavirenz	322.0	efavirenz	mapped	exact
ellagic acid	ellagic acid	2803.0	ellagic acid	mapped	exact
emodin	emodin	508.0	emodin	mapped	exact
enoxacin	enoxacin	266.0	enoxacin	mapped	exact
enoxolone	enoxolone	734.0	enoxolone	mapped	exact
epalrestat	epalrestat	1240.0	epalrestat	mapped	exact
epinephrine	epinephrine	247.0	epinephrine	mapped	exact
epoxomicin	epoxomicin	1622.0	epoxomicin	mapped	exact
ergocalciferol	ergocalciferol	1310.0	ergocalciferol	mapped	exact
ergosta-5,7,22-trien-3-ol	ergosta-5,7,22-trien-3-ol	2987.0	ergosta-5,7,22-trien-3-ol	mapped	exact
erythromycin	erythromycin	762.0	erythromycin	mapped	exact
estradiol	estradiol	650.0	estradiol	mapped	exact
estradiol valerate	estradiol valerate	766.0	estradiol valerate	mapped	exact
estramustine	estramustine	3909.0	estramustine	mapped	exact
estriol	estriol	649.0	estriol	mapped	exact
estrone	estrone	661.0	estrone	mapped	exact
ethambutol	ethambutol	291.0	ethambutol	mapped	exact
ethinyl estradiol	ethinyl estradiol	207.0	ethinyl estradiol	mapped	exact
ethionamide	ethionamide	1258.0	ethionamide	mapped	exact
ethisterone	ethisterone	4102.0	ethisterone	mapped	exact
ethosuximide	ethosuximide	2880.0	ethosuximide	mapped	exact
